row_id,qid,sid,points,student_name,student_major,topic_id,topic_name,aid,assignment_name,submission_link,cid,course_name,course_dept,tid,instructor_name,instructor_dept,term
id_2698,qid_517,sid_126,4,"Evans, Michal",Statistics,topic_id_174,Topic 3,aid_81,Assignment 3,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2699,qid_518,sid_126,9,"Evans, Michal",Statistics,topic_id_184,Topic 13,aid_81,Assignment 3,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2700,qid_519,sid_126,5,"Evans, Michal",Statistics,topic_id_186,Topic 15,aid_81,Assignment 3,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2701,qid_520,sid_126,7,"Evans, Michal",Statistics,topic_id_180,Topic 9,aid_81,Assignment 3,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2702,qid_521,sid_126,4,"Evans, Michal",Statistics,topic_id_184,Topic 13,aid_81,Assignment 3,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2703,qid_522,sid_126,8,"Evans, Michal",Statistics,topic_id_186,Topic 15,aid_81,Assignment 3,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2704,qid_523,sid_126,7,"Evans, Michal",Statistics,topic_id_189,Topic 18,aid_82,Assignment 4,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2705,qid_524,sid_126,2,"Evans, Michal",Statistics,topic_id_187,Topic 16,aid_82,Assignment 4,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2706,qid_525,sid_126,3,"Evans, Michal",Statistics,topic_id_186,Topic 15,aid_82,Assignment 4,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2707,qid_526,sid_126,6,"Evans, Michal",Statistics,topic_id_187,Topic 16,aid_82,Assignment 4,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2708,qid_527,sid_126,7,"Evans, Michal",Statistics,topic_id_181,Topic 10,aid_82,Assignment 4,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2709,qid_528,sid_126,4,"Evans, Michal",Statistics,topic_id_180,Topic 9,aid_82,Assignment 4,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2710,qid_529,sid_126,3,"Evans, Michal",Statistics,topic_id_179,Topic 8,aid_82,Assignment 4,raw_data_simulation_sample_file.pdf,cid_9,Quantum Computing,MATH,tid_3,"el-Kazi, Zumruda",MATH,Spring23
id_2711,qid_66,sid_127,4,"Phifer, Hali",DS,topic_id_37,Topic 13,aid_11,Assignment 1,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2712,qid_67,sid_127,1,"Phifer, Hali",DS,topic_id_34,Topic 10,aid_11,Assignment 1,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2713,qid_68,sid_127,8,"Phifer, Hali",DS,topic_id_38,Topic 14,aid_11,Assignment 1,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2714,qid_69,sid_127,5,"Phifer, Hali",DS,topic_id_41,Topic 17,aid_11,Assignment 1,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2715,qid_70,sid_127,0,"Phifer, Hali",DS,topic_id_43,Topic 19,aid_11,Assignment 1,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2716,qid_71,sid_127,2,"Phifer, Hali",DS,topic_id_37,Topic 13,aid_11,Assignment 1,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2717,qid_72,sid_127,9,"Phifer, Hali",DS,topic_id_45,Topic 21,aid_12,Assignment 2,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2718,qid_73,sid_127,9,"Phifer, Hali",DS,topic_id_30,Topic 6,aid_12,Assignment 2,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2719,qid_74,sid_127,9,"Phifer, Hali",DS,topic_id_42,Topic 18,aid_12,Assignment 2,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2720,qid_75,sid_127,7,"Phifer, Hali",DS,topic_id_47,Topic 23,aid_12,Assignment 2,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2721,qid_76,sid_127,2,"Phifer, Hali",DS,topic_id_25,Topic 1,aid_12,Assignment 2,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2722,qid_77,sid_127,0,"Phifer, Hali",DS,topic_id_28,Topic 4,aid_12,Assignment 2,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2723,qid_78,sid_127,3,"Phifer, Hali",DS,topic_id_33,Topic 9,aid_12,Assignment 2,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2724,qid_79,sid_127,10,"Phifer, Hali",DS,topic_id_37,Topic 13,aid_12,Assignment 2,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2725,qid_80,sid_127,4,"Phifer, Hali",DS,topic_id_35,Topic 11,aid_13,Assignment 3,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2726,qid_81,sid_127,1,"Phifer, Hali",DS,topic_id_25,Topic 1,aid_13,Assignment 3,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2727,qid_82,sid_127,7,"Phifer, Hali",DS,topic_id_30,Topic 6,aid_13,Assignment 3,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2728,qid_83,sid_127,2,"Phifer, Hali",DS,topic_id_36,Topic 12,aid_13,Assignment 3,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2729,qid_84,sid_127,8,"Phifer, Hali",DS,topic_id_27,Topic 3,aid_13,Assignment 3,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2730,qid_85,sid_127,4,"Phifer, Hali",DS,topic_id_36,Topic 12,aid_14,Assignment 4,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2731,qid_86,sid_127,3,"Phifer, Hali",DS,topic_id_40,Topic 16,aid_14,Assignment 4,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2732,qid_87,sid_127,10,"Phifer, Hali",DS,topic_id_33,Topic 9,aid_14,Assignment 4,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2733,qid_88,sid_127,3,"Phifer, Hali",DS,topic_id_29,Topic 5,aid_14,Assignment 4,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2734,qid_89,sid_127,4,"Phifer, Hali",DS,topic_id_46,Topic 22,aid_14,Assignment 4,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2735,qid_90,sid_127,1,"Phifer, Hali",DS,topic_id_41,Topic 17,aid_14,Assignment 4,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2736,qid_91,sid_127,3,"Phifer, Hali",DS,topic_id_34,Topic 10,aid_14,Assignment 4,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2737,qid_92,sid_127,9,"Phifer, Hali",DS,topic_id_46,Topic 22,aid_14,Assignment 4,raw_data_simulation_sample_file.pdf,cid_2,Advanced Database Concepts,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2738,qid_315,sid_127,6,"Phifer, Hali",DS,topic_id_121,Topic 10,aid_49,Assignment 1,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2739,qid_316,sid_127,9,"Phifer, Hali",DS,topic_id_132,Topic 21,aid_49,Assignment 1,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2740,qid_317,sid_127,9,"Phifer, Hali",DS,topic_id_125,Topic 14,aid_49,Assignment 1,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2741,qid_318,sid_127,5,"Phifer, Hali",DS,topic_id_127,Topic 16,aid_49,Assignment 1,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2742,qid_319,sid_127,4,"Phifer, Hali",DS,topic_id_125,Topic 14,aid_49,Assignment 1,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2743,qid_320,sid_127,6,"Phifer, Hali",DS,topic_id_114,Topic 3,aid_49,Assignment 1,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2744,qid_321,sid_127,9,"Phifer, Hali",DS,topic_id_123,Topic 12,aid_49,Assignment 1,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2745,qid_322,sid_127,5,"Phifer, Hali",DS,topic_id_113,Topic 2,aid_50,Assignment 2,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2746,qid_323,sid_127,10,"Phifer, Hali",DS,topic_id_119,Topic 8,aid_50,Assignment 2,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2747,qid_324,sid_127,8,"Phifer, Hali",DS,topic_id_119,Topic 8,aid_50,Assignment 2,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2748,qid_325,sid_127,3,"Phifer, Hali",DS,topic_id_113,Topic 2,aid_50,Assignment 2,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2749,qid_326,sid_127,1,"Phifer, Hali",DS,topic_id_132,Topic 21,aid_50,Assignment 2,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2750,qid_327,sid_127,8,"Phifer, Hali",DS,topic_id_133,Topic 22,aid_51,Assignment 3,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2751,qid_328,sid_127,6,"Phifer, Hali",DS,topic_id_120,Topic 9,aid_51,Assignment 3,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2752,qid_329,sid_127,8,"Phifer, Hali",DS,topic_id_118,Topic 7,aid_51,Assignment 3,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2753,qid_330,sid_127,7,"Phifer, Hali",DS,topic_id_130,Topic 19,aid_51,Assignment 3,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2754,qid_331,sid_127,1,"Phifer, Hali",DS,topic_id_123,Topic 12,aid_51,Assignment 3,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2755,qid_332,sid_127,2,"Phifer, Hali",DS,topic_id_124,Topic 13,aid_51,Assignment 3,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2756,qid_333,sid_127,6,"Phifer, Hali",DS,topic_id_129,Topic 18,aid_51,Assignment 3,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2757,qid_334,sid_127,10,"Phifer, Hali",DS,topic_id_121,Topic 10,aid_52,Assignment 4,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2758,qid_335,sid_127,6,"Phifer, Hali",DS,topic_id_113,Topic 2,aid_52,Assignment 4,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2759,qid_336,sid_127,6,"Phifer, Hali",DS,topic_id_112,Topic 1,aid_52,Assignment 4,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2760,qid_337,sid_127,2,"Phifer, Hali",DS,topic_id_115,Topic 4,aid_52,Assignment 4,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2761,qid_338,sid_127,0,"Phifer, Hali",DS,topic_id_123,Topic 12,aid_52,Assignment 4,raw_data_simulation_sample_file.pdf,cid_6,Applied Distributed Systems,CS,tid_10,"Wojteczko, Skyler",CS,Spring23
id_2762,qid_428,sid_127,6,"Phifer, Hali",DS,topic_id_154,Topic 3,aid_67,Assignment 1,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2763,qid_429,sid_127,5,"Phifer, Hali",DS,topic_id_153,Topic 2,aid_67,Assignment 1,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2764,qid_430,sid_127,3,"Phifer, Hali",DS,topic_id_168,Topic 17,aid_67,Assignment 1,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2765,qid_431,sid_127,8,"Phifer, Hali",DS,topic_id_158,Topic 7,aid_67,Assignment 1,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2766,qid_432,sid_127,7,"Phifer, Hali",DS,topic_id_168,Topic 17,aid_67,Assignment 1,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2767,qid_433,sid_127,1,"Phifer, Hali",DS,topic_id_155,Topic 4,aid_68,Assignment 2,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2768,qid_434,sid_127,2,"Phifer, Hali",DS,topic_id_158,Topic 7,aid_68,Assignment 2,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2769,qid_435,sid_127,8,"Phifer, Hali",DS,topic_id_158,Topic 7,aid_68,Assignment 2,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2770,qid_436,sid_127,3,"Phifer, Hali",DS,topic_id_154,Topic 3,aid_68,Assignment 2,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2771,qid_437,sid_127,3,"Phifer, Hali",DS,topic_id_167,Topic 16,aid_68,Assignment 2,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2772,qid_438,sid_127,1,"Phifer, Hali",DS,topic_id_165,Topic 14,aid_68,Assignment 2,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2773,qid_439,sid_127,6,"Phifer, Hali",DS,topic_id_155,Topic 4,aid_68,Assignment 2,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2774,qid_440,sid_127,9,"Phifer, Hali",DS,topic_id_171,Topic 20,aid_68,Assignment 2,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2775,qid_441,sid_127,6,"Phifer, Hali",DS,topic_id_162,Topic 11,aid_69,Assignment 3,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2776,qid_442,sid_127,7,"Phifer, Hali",DS,topic_id_159,Topic 8,aid_69,Assignment 3,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2777,qid_443,sid_127,6,"Phifer, Hali",DS,topic_id_155,Topic 4,aid_69,Assignment 3,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2778,qid_444,sid_127,8,"Phifer, Hali",DS,topic_id_157,Topic 6,aid_69,Assignment 3,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2779,qid_445,sid_127,3,"Phifer, Hali",DS,topic_id_165,Topic 14,aid_69,Assignment 3,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2780,qid_446,sid_127,5,"Phifer, Hali",DS,topic_id_153,Topic 2,aid_69,Assignment 3,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2781,qid_447,sid_127,9,"Phifer, Hali",DS,topic_id_167,Topic 16,aid_69,Assignment 3,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2782,qid_448,sid_127,9,"Phifer, Hali",DS,topic_id_158,Topic 7,aid_69,Assignment 3,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2783,qid_449,sid_127,6,"Phifer, Hali",DS,topic_id_168,Topic 17,aid_70,Assignment 4,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2784,qid_450,sid_127,3,"Phifer, Hali",DS,topic_id_159,Topic 8,aid_70,Assignment 4,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2785,qid_451,sid_127,2,"Phifer, Hali",DS,topic_id_152,Topic 1,aid_70,Assignment 4,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2786,qid_452,sid_127,9,"Phifer, Hali",DS,topic_id_163,Topic 12,aid_70,Assignment 4,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2787,qid_453,sid_127,4,"Phifer, Hali",DS,topic_id_171,Topic 20,aid_70,Assignment 4,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2788,qid_454,sid_127,3,"Phifer, Hali",DS,topic_id_165,Topic 14,aid_70,Assignment 4,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2789,qid_455,sid_127,6,"Phifer, Hali",DS,topic_id_152,Topic 1,aid_70,Assignment 4,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2790,qid_456,sid_127,3,"Phifer, Hali",DS,topic_id_153,Topic 2,aid_71,Assignment 5,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2791,qid_457,sid_127,9,"Phifer, Hali",DS,topic_id_168,Topic 17,aid_71,Assignment 5,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2792,qid_458,sid_127,6,"Phifer, Hali",DS,topic_id_164,Topic 13,aid_71,Assignment 5,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2793,qid_459,sid_127,6,"Phifer, Hali",DS,topic_id_160,Topic 9,aid_71,Assignment 5,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2794,qid_460,sid_127,4,"Phifer, Hali",DS,topic_id_156,Topic 5,aid_71,Assignment 5,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2795,qid_461,sid_127,6,"Phifer, Hali",DS,topic_id_170,Topic 19,aid_71,Assignment 5,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2796,qid_462,sid_127,1,"Phifer, Hali",DS,topic_id_156,Topic 5,aid_71,Assignment 5,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2797,qid_463,sid_127,5,"Phifer, Hali",DS,topic_id_154,Topic 3,aid_71,Assignment 5,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2798,qid_464,sid_127,3,"Phifer, Hali",DS,topic_id_158,Topic 7,aid_72,Assignment 6,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2799,qid_465,sid_127,5,"Phifer, Hali",DS,topic_id_167,Topic 16,aid_72,Assignment 6,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2800,qid_466,sid_127,6,"Phifer, Hali",DS,topic_id_166,Topic 15,aid_72,Assignment 6,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2801,qid_467,sid_127,0,"Phifer, Hali",DS,topic_id_163,Topic 12,aid_72,Assignment 6,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2802,qid_468,sid_127,9,"Phifer, Hali",DS,topic_id_170,Topic 19,aid_72,Assignment 6,raw_data_simulation_sample_file.pdf,cid_8,Strategic Tax Planning,BUSINESS,tid_26,"Fish, Alex",BUSINESS,Spring23
id_2803,qid_1,sid_130,3,"Manuel, Shawn",CS,topic_id_23,Topic 23,aid_1,Assignment 1,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2804,qid_2,sid_130,7,"Manuel, Shawn",CS,topic_id_7,Topic 7,aid_1,Assignment 1,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2805,qid_3,sid_130,2,"Manuel, Shawn",CS,topic_id_20,Topic 20,aid_1,Assignment 1,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2806,qid_4,sid_130,5,"Manuel, Shawn",CS,topic_id_11,Topic 11,aid_1,Assignment 1,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2807,qid_5,sid_130,0,"Manuel, Shawn",CS,topic_id_7,Topic 7,aid_1,Assignment 1,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2808,qid_6,sid_130,4,"Manuel, Shawn",CS,topic_id_16,Topic 16,aid_2,Assignment 2,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2809,qid_7,sid_130,7,"Manuel, Shawn",CS,topic_id_9,Topic 9,aid_2,Assignment 2,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2810,qid_8,sid_130,8,"Manuel, Shawn",CS,topic_id_6,Topic 6,aid_2,Assignment 2,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2811,qid_9,sid_130,7,"Manuel, Shawn",CS,topic_id_19,Topic 19,aid_2,Assignment 2,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2812,qid_10,sid_130,8,"Manuel, Shawn",CS,topic_id_15,Topic 15,aid_2,Assignment 2,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2813,qid_11,sid_130,0,"Manuel, Shawn",CS,topic_id_14,Topic 14,aid_3,Assignment 3,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
id_2814,qid_12,sid_130,3,"Manuel, Shawn",CS,topic_id_19,Topic 19,aid_3,Assignment 3,raw_data_simulation_sample_file.pdf,cid_1,Machine Learning,CS,tid_5,"Cramer, Margaret",CS,Spring23
